stage,star,locregion,locresource,name,g11,g12,g13,g14,g21,g22,g23,g24,g31,g32,g33,g34,g41,g42,g43,g44,f11,f12,f13,f14,f21,f22,f23,f24,f31,f32,f33,f34,f41,f42,f43,f44,reward,bonus

"1","xxSTAR xxSTAR","xxREDBANK","xxSTABILITY","Friends at Home and Abroad","LSxxFSQUARELS","WWxxFSQUAREWW","","","","BBxxFSQUAREBB","WWxxFSQUAREWW","","","","WExxFSQUAREWE","","","","","","","xxREDBANK","","","","","xxREDBANK","","","","","","","","","","YYxxSTABILITYYY","xxSTABILITYxxDIPLOMACY",
"1","xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Uplifting Words","WSxxFSQUAREWS","","","","GGxxFSQUAREGG","LLxxFSQUARELL","","","WExxFSQUAREWE","","","","","","","","","","","","","","","","xxREDBANK","","","","","","","","YYxxSTABILITYYY","xxSTABILITY",

"2","xxSTAR","xxEMPIRE","xxMILITARY","Metals and Guilds","YSxxFSQUAREYS","GGxxFSQUAREGG","","","LLxxFSQUARELL","WWxxFSQUAREWW","GGxxFSQUAREGG","","","LLxxFSQUARELL","WWxxFSQUAREWW","GGxxFSQUAREGG","","","LLxxFSQUARELL","WExxFSQUAREWE","","","","","","YTxxONEYT","","","","","YTxxONEYT","","","","","","OOxxTECHNOLOGYOO","xxMILITARYxxDIPLOMACY",
"2","xxSTAR","xxREDBANK","xxMILITARY","Games Without Frontiers","","MSxxFSQUAREMS","","","","WWxxFSQUAREWW","GGxxFSQUAREGG","","","OOxxFSQUAREOO","","WWxxFSQUAREWW","","WExxFSQUAREWE","WWxxFSQUAREWW","","","","","","","YYxxTWOYY","","","","","","xxWTWO","","","","","MMxxESPIONAGEMM","xxESPIONAGE",
"2","xxSTAR","xxSETTLED","xxDIPLOMACY","Priming the Mana Forge","WSxxFSQUAREWS","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WWxxFSQUAREWW","","WWxxFSQUAREWW","","WExxFSQUAREWE","WWxxFSQUAREWW","","","","","","","xxWSIX","BTxxREDBANKBT","","","OOxxSIXOO","","BTxxSETTLEDBT","","","","","","BLxxSORCERYBL","xxSORCERY",
"2","xxSTAR","xxEMPIRE","xxESPIONAGE","Talk of War","WSxxFSQUAREWS","WWxxFSQUAREWW","","","WWxxFSQUAREWW","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","","","","","","xxWFOUR","MMxxFOURMM","","","xxWTHREE","","xxWFOUR","","","GGxxTHREEGG","","","","","","","LLxxDIPLOMACYLL","xxMILITARY",
"2","xxSTAR","xxREDBANK","xxSORCERY","On Two Fronts","WSxxFSQUAREWS","","","","MMxxFSQUAREMM","WWxxFSQUAREWW","WWxxFSQUAREWW","","","MMxxFSQUAREMM","OOxxFSQUAREOO","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxREDBANK","","","","","xxWFIVE","","","","","","","","","","xxEMPIRE","GGxxMILITARYGG","xxDIPLOMACY",
"2","xxSTAR","xxSETTLED","xxSORCERY","Bread and Circuses","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","LLxxFSQUARELL","","","","WExxFSQUAREWE","","","","","","","","","xxREDBANK","+1","+1","","","","","+1","","","","","","","","","YYxxSTABILITYYY","xxTECHNOLOGY",
"2","xxSTAR","xxEMPIRE","xxTECHNOLOGY","Hard Choices","WSxxFSQUAREWS","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WWxxFSQUAREWW","LLxxFSQUARELL","","","MMxxFSQUAREMM","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","YExxFSQUAREYE","xxWTHREE","OTxxSETTLEDOT","","","GTxxEMPIREGT","BTxxREDBANKBT","","","","","","+1","","","-1","","xxINVEST","xxSTABILITYxxMILITARY",
"2","xxSTAR","xxSETTLED","xxTECHNOLOGY","Sorcerous Shortcuts","","WSxxFSQUAREWS","","","WWxxFSQUAREWW","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WExxFSQUAREWE","","","","xxWSIX","","","BTxxREDBANKBT","xxWSIX","BTxxSETTLEDBT","","LLxxFOURLL","xxWSIX","MMxxTWOMM","","","xxWSIX","","","xxINVEST","xxSORCERYxxDIPLOMACY",

"3","xxSTAR xxSTAR","xxSETTLED","xxTECHNOLOGY","Right Tool for the Job","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","xxWONE","xxWTWO","xxWTHREE","","YYxxONEYY","","YYxxSIXYY","xxWFOUR","","LLxxONELL","","xxWFIVE","","","BBxxONEBB","xxWSIX","OOxxTECHNOLOGYOO","xxESPIONAGE",
"3","xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Empire Waning","OSxxFSQUAREOS","WWxxFSQUAREWW","GGxxFSQUAREGG","","WWxxFSQUAREWW","","OOxxFSQUAREOO","OOxxFSQUAREOO","YYxxFSQUAREYY","YYxxFSQUAREYY","","GGxxFSQUAREGG","","GGxxFSQUAREGG","OOxxFSQUAREOO","WExxFSQUAREWE","","+1","","","-1","","+1","","","-1","","+1","","","-1","","MMxxESPIONAGEMM","xxMILITARY",
"3","xxSTAR xxSTAR","xxREDBANK","xxSORCERY","At What Price?","YSxxFSQUAREYS","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","WExxFSQUAREWE","OOxxFSQUAREOO","WWxxFSQUAREWW","","","BBxxTWOBB","","","","LLxxSIXLL","BBxxTHREEBB","","","","MMxxSIXMM","xxSETTLED","xxREDBANK","","xxREDBANK","","BLxxSORCERYBL","xxESPIONAGE",
"3","xxSTAR xxSTAR","xxSETTLED","xxSORCERY","Power Behind the Throne","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","xxWFOUR","GGxxTWOGG","OOxxTHREEOO","","BBxxSIXBB","","MMxxTHREEMM","OOxxTWOOO","","GGxxFIVEGG","","GGxxFOURGG","","","MMxxTWOMM","xxWFOUR","LLxxDIPLOMACYLL","xxESPIONAGE",
"3","xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Hopeless Odds","OSxxFSQUAREOS","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","MMxxFSQUAREMM","WWxxFSQUAREWW","WExxFSQUAREWE","","","","","xxREDBANK","","","","xxSETTLED","BBxxSIXBB","","","","","xxREDBANK","xxEMPIRE","GGxxMILITARYGG","xxTECHNOLOGY",
"3","xxSTAR xxSTAR","xxREDBANK","xxSTABILITY","No Margin for Error","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WWxxFSQUAREWW","","WWxxFSQUAREWW","WExxFSQUAREWE","","xxTHREE","xxSETTLED","xxREDBANK","","GGxxTHREEGG","","","xxEMPIRE","LLxxFOURLL","","","xxREDBANK","","GGxxFIVEGG","xxWFIVE","","YYxxSTABILITYYY","xxTECHNOLOGY",
"3","xxSTAR xxSTAR","xxEMPIRE","xxESPIONAGE","Safehouses","WSxxFSQUAREWS","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","xxWONE","xxEMPIRE","","","xxEMPIRE","=","OOxxTHREEOO","","","OOxxFOUROO","=","OOxxTWOOO","","","OOxxTHREEOO","=","MMxxESPIONAGEMM","xxESPIONAGE",
"3","xxSTAR xxSTAR","xxSETTLED","xxDIPLOMACY","The Resistance","YSxxFSQUAREYS","GGxxFSQUAREGG","","","WWxxFSQUAREWW","","MMxxFSQUAREMM","","","WWxxFSQUAREWW","","GGxxFSQUAREGG","","","WWxxFSQUAREWW","OExxFSQUAREOE","","+1","","","LLxxFOURLL","","+1","","","OOxxONEOO","","+1","","","LLxxTHREELL","","YYxxSTABILITYYY","xxMILITARY",
"3","xxSTAR xxSTAR","xxEMPIRE","xxMILITARY","Mustering Aid","WSxxFSQUAREWS","WWxxFSQUAREWW","","","YYxxFSQUAREYY","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","xxWFIVE","GGxxFOURGG","","","","","LLxxTHREELL","","","LLxxFOURLL","","GGxxFIVEGG","","","YYxxFIVEYY","xxWFIVE","LLxxDIPLOMACYLL","xxSTABILITY",
"3","xxSTAR xxSTAR","xxEMPIRE","xxTECHNOLOGY","Wisdom on the Road","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WWxxFSQUAREWW","","WWxxFSQUAREWW","WWxxFSQUAREWW","WExxFSQUAREWE","xxREDBANK","xxWFIVE","LLxxFOURLL","","xxSETTLED","","","OTxxSETTLEDOT","xxEMPIRE","","","GGxxTHREEGG","","OOxxTWOOO","xxWSIX","xxSETTLED","xxINVEST","xxDIPLOMACYxxSORCERY",

"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Local Investments","WSxxFSQUAREWS","WWxxFSQUAREWW","","","WWxxFSQUAREWW","LLxxFSQUARELL","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","","","","","","xxREDBANK","","","","","","xxEMPIRE","","","xxSETTLED","","","","","","","YYxxSTABILITYYY OOxxTECHNOLOGYOO","xxESPIONAGE",
"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxSORCERY","Forging Bonds","WSxxFSQUAREWS","WWxxFSQUAREWW","","","","LLxxFSQUARELL","MMxxFSQUAREMM","","","","WExxFSQUAREWE","","","","","","xxWFOUR","xxREDBANK","","","","","","","","","xxSETTLED","","","","","","YYxxSTABILITYYY LLxxDIPLOMACYLL","xxTECHNOLOGY",
"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxSTABILITY","Rites of Winter","WSxxFSQUAREWS","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","WExxFSQUAREWE","","","","","","xxWSIX","xxREDBANK","","","","BBxxFIVEBB","BTxxSETTLEDBT","","","","xxWSIX","","","","","","YYxxSTABILITYYY BLxxSORCERYBL","xxSORCERY",
"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Boars and Bandits","","WSxxFSQUAREWS","","","WWxxFSQUAREWW","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WExxFSQUAREWE","","","","","","","","xxWTHREE","","","xxWFIVE","GTxxREDBANKGT","BTxxREDBANKBT","","","","","","","","","","YYxxSTABILITYYY GGxxMILITARYGG","xxDIPLOMACY",
"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxSTABILITY","Traveling Minstrels","WSxxFSQUAREWS","","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WExxFSQUAREWE","","","","","","xxEMPIRE","","","","","=","xxSETTLED","","","xxEMPIRE","=","","","","","","YYxxSTABILITYYY MMxxESPIONAGEMM","xxDIPLOMACY",
"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxSORCERY","Milk and Honey","WSxxFSQUAREWS","WWxxFSQUAREWW","WExxFSQUAREWE","","","","","","","","","","","","","","xxREDBANK","xxWFOUR","xxSETTLED","","","","","","","","","","","","","","LLxxDIPLOMACYLL OOxxTECHNOLOGYOO","xxSTABILITYxxSORCERY",
"4","xxSTAR xxSTAR xxSTAR","xxEMPIRE","xxMILITARY","Guidance from Afar","WSxxFSQUAREWS","WWxxFSQUAREWW","","","WWxxFSQUAREWW","WWxxFSQUAREWW","WWxxFSQUAREWW","","WExxFSQUAREWE","WWxxFSQUAREWW","","","","","","","xxEMPIRE","","","","OOxxONEOO","OOxxTWOOO","","","xxSETTLED","","","","","","","","LLxxDIPLOMACYLL MMxxESPIONAGEMM","xxDIPLOMACY",
"4","xxSTAR xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Cautious Progress","WSxxFSQUAREWS","","","","","WWxxFSQUAREWW","","","","","OExxFSQUAREOE","","","","","","","","","","","-1","","","","","-1","","","","","","LLxxDIPLOMACYLL GGxxMILITARYGG","xxSTABILITY",
"4","xxSTAR xxSTAR xxSTAR","xxEMPIRE","xxTECHNOLOGY","Wards Against the Deathless","WSxxFSQUAREWS","","","","","WWxxFSQUAREWW","","","","","WExxFSQUAREWE","","","","","","xxREDBANK","","","","","BBxxSIXBB","","","","","xxSETTLED","","","","","","LLxxDIPLOMACYLL BLxxSORCERYBL","xxSORCERY",
"4","xxSTAR xxSTAR xxSTAR","xxEMPIRE","xxMILITARY","Military Secrets","WSxxFSQUAREWS","MMxxFSQUAREMM","","","","WWxxFSQUAREWW","MMxxFSQUAREMM","","","","WExxFSQUAREWE","","","","","","","","","","","BBxxSIXBB","","","","","xxEMPIRE","","","","","","MMxxESPIONAGEMM GGxxMILITARYGG","xxMILITARY",
"4","xxSTAR xxSTAR xxSTAR","xxEMPIRE","xxESPIONAGE","Cover Story","WSxxFSQUAREWS","","","","WWxxFSQUAREWW","WWxxFSQUAREWW","","","WExxFSQUAREWE","","","","","","","","xxWTWO","","","","xxWTWO","xxWFOUR","","","YYxxFOURYY","","","","","","","","MMxxESPIONAGEMM OOxxTECHNOLOGYOO","xxESPIONAGE",
"4","xxSTAR xxSTAR xxSTAR","xxSETTLED","xxTECHNOLOGY","Ranging the Frontier","WSxxFSQUAREWS","","","","WWxxFSQUAREWW","","","","BExxFSQUAREBE","","","","","","","","xxSETTLED","","","","","","","","","","","","","","","","MMxxESPIONAGEMM BLxxSORCERYBL","xxDIPLOMACY",
"4","xxSTAR xxSTAR xxSTAR","xxSETTLED","xxDIPLOMACY","Marching Orders","WSxxFSQUAREWS","MMxxFSQUAREMM","WExxFSQUAREWE","","","","","","","","","","","","","","xxWFIVE","","=","","","","","","","","","","","","","","GGxxMILITARYGG BLxxSORCERYBL","xxMILITARY",
"4","xxSTAR xxSTAR xxSTAR","xxSETTLED","xxSORCERY","Research and Development","WSxxFSQUAREWS","LLxxFSQUARELL","WExxFSQUAREWE","","","","","","","","","","","","","","xxWFOUR","","xxSETTLED","","","","","","","","","","","","","","GGxxMILITARYGG OOxxTECHNOLOGYOO","xxESPIONAGE",
"4","xxSTAR xxSTAR xxSTAR","xxSETTLED","xxSORCERY","Experience Abroad","WSxxFSQUAREWS","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","","","","","","","","","","","","xxEMPIRE","","","","xxSETTLED","","","","","","","","OOxxTECHNOLOGYOO BLxxSORCERYBL","xxSORCERY",

"5","xxSTAR xxSTAR","xxSETTLED","xxSORCERY","Keeper of Natural Lore","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxWSIX","xxWSIX","xxWSIX","","","","","xxWSIX","","","","xxWSIX","","","","xxWSIX","BLxxSORCERYBL BLxxSORCERYBL","xxSORCERY",
"5","xxSTAR xxSTAR","xxREDBANK","xxSTABILITY","Speaker for Red Bank","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxWFIVE","xxWFIVE","xxWFIVE","","","","","xxWFIVE","","","","xxWFIVE","","","","xxWFIVE","YYxxSTABILITYYY YYxxSTABILITYYY","xxSTABILITY",
"5","xxSTAR xxSTAR","xxEMPIRE","xxTECHNOLOGY","Archer of the Amber Hand","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxWONE","xxWONE","xxWONE","","","","","xxWONE","","","","xxWONE","","","","xxWONE","OOxxTECHNOLOGYOO OOxxTECHNOLOGYOO","xxTECHNOLOGY",
"5","xxSTAR xxSTAR","xxREDBANK","xxMILITARY","Hawkleader of the Ghost Legion","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxWTHREE","xxWTHREE","xxWTHREE","","","","","xxWTHREE","","","","xxWTHREE","","","","xxWTHREE","GGxxMILITARYGG GGxxMILITARYGG","xxMILITARY",
"5","xxSTAR xxSTAR","xxSETTLED","xxDIPLOMACY","Master of Coin","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxWFOUR","xxWFOUR","xxWFOUR","","","","","xxWFOUR","","","","xxWFOUR","","","","xxWFOUR","LLxxDIPLOMACYLL LLxxDIPLOMACYLL","xxDIPLOMACY",
"5","xxSTAR xxSTAR","xxEMPIRE","xxESPIONAGE","Traitor of Southkeep","WSxxFSQUAREWS","WWxxFSQUAREWW","WWxxFSQUAREWW","","","","","WWxxFSQUAREWW","","","","WWxxFSQUAREWW","","","","WExxFSQUAREWE","xxWTWO","xxWTWO","xxWTWO","","","","","xxWTWO","","","","xxWTWO","","","","xxWTWO","MMxxESPIONAGEMM MMxxESPIONAGEMM","xxESPIONAGE",

