region,trigger,name,tags,threats,skill,defense,overcome,difficulty,attack,bodytext,@mission_image
"xxREDBANK","xxFALL","Territorial Dispute","Issue, xxSTACK","##NBSP##xxSTABILITY##NBSP##xxDIPLOMACY##NBSP##",xxRAPPORT,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHE##NBSP##","xxRIGHT Remove all xxMILITARY assets in the game. Discard.","..\images\obstacles\saltmarsh_council.png"
"xxREDBANK","xxWINTER","Field Work","Exploration, Weather, xxSTACK","##NBSP##xxTECHNOLOGY##NBSP##",xxSURVIVAL,"##NBSP##xxONExxSIX##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODY##NBSP##","Characters at this location may take xxTECHNOLOGY dice from resource pool and use them as action dice.","..\images\obstacles\big_lizard_by_daveybaker.jpg"

"xxREDBANK","xxWINTER","The Necromancer","Foe, xxSTACK","##NBSP##xxSTABILITY##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxTWOxxSIXxxSIXxxSIX##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Unlock Oniri. YYY xxRIGHT Every character in region takes xxPSYCHE condition if there is a pair in xxSORCERY pool.","..\images\obstacles\marica_bogdan_necromancer.jpg"
"xxREDBANK","xxSUMMER","Ambush!","Foe, xxSTACK","##NBSP##xxMILITARY##NBSP##xxTECHNOLOGY##NBSP##",xxCOMBAT,"##NBSP##xxTWOxxTWO##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODY##NBSP##","xxRIGHT One character in this region takes 3 xxBODY. Discard.","..\images\obstacles\thalmor_agent_janonna.jpg"

"xxREDBANK","xxWINTER","The Amber Hand","Conspiracy, xxSTACK","##NBSP##xxTECHNOLOGY##NBSP##xxMILITARY##NBSP##",xxCOMMAND,"##NBSP##xxTHREExxFOURxxFIVE##NBSP##","xxOVERCOME","5","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT All characters in region take 2 xxPSYCHE and 1 extra xxPSYCHE for each issue or mob in play.","..\images\obstacles\katrina_latve_scorched.jpg"

"xxREDBANK","xxSUMMER","Doom Under Sightrock","Foe, Eldritch","##NBSP##xxSORCERY##NBSP##",xxCOMBAT,"##NBSP##xxONExxTWOxxSIX##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 3 xxPSYCHE for each xxSIX in xxSORCERY pool.","..\images\obstacles\eldritch_entity_chaz_cartier.jpg"




"xxSETTLED","xxSPRING","Zarrah","Diplomat, xxSTACK","##NBSP##xxTECHNOLOGY##NBSP##",xxCOMMAND,"##NBSP##xxFIVExxFIVE##NBSP##","xxOVERCOME","1","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Any characters in this region take 1 xxPSYCHE and may set one action die to any value.","..\images\obstacles\zarrah_color.jpg"
"xxSETTLED","xxWINTER","Costume Ball","Diplomat","##NBSP##xxDIPLOMACY##NBSP##",xxDISGUISE,"##NBSP##xxFOURxxFOUR##NBSP##","xxOVERCOME","1","##NBSP##xxPSYCHE##NBSP##","xxOVERCOME Discard one diplomat in this region. YYY xxRIGHT Discard.","..\images\obstacles\costume_witcher.jpg"
"xxSETTLED","xxSUMMER","Wine and Roses","Issue, xxSTACK","##NBSP##xxDIPLOMACY##NBSP##xxSORCERY##NBSP##",xxRAPPORT,"##NBSP##xxFOURxxFOUR##NBSP##","xxOVERCOME","1","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME All characters in region take 1 xxPSYCHE.","..\images\obstacles\wine_and_roses_exellero.jpg"
"xxSETTLED","xxFALL","Securing the Perimeter","Unit, xxSTACK","##NBSP##xxMILITARY##NBSP##",xxSURVIVAL,"##NBSP##xxFIVExxSIX##NBSP##","xxOVERCOME","1","##NBSP##xxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 2 xxBODY.","..\images\obstacles\arrow_shot.jpg"
"xxSETTLED","xxSPRING","Taichu","Diplomat","##NBSP##xxDIPLOMACY##NBSP##",xxCOMBAT,"##NBSP##xxTHREExxFOUR##NBSP##","xxOVERCOME","1","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Move Taichu to any port location. Any characters at this location take 2 xxPSYCHE.","..\images\obstacles\mongol_ruler.jpg"

"xxSETTLED","xxSUMMER","Radia","Diplomat","##NBSP##xxDIPLOMACY##NBSP##",xxRAPPORT,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Characters at this location take 1 xxPSYCHE and then may move to any other location.","..\images\obstacles\shadow_warrior.jpg"
"xxSETTLED","xxSUMMER","Forager's Tome","Tome, Forager, xxSTACK","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Burn card. If three Forager cards have been burned, unlock Yasmina.","..\images\obstacles\joifish_wildcraft_grimoire.jpg"
"xxSETTLED","xxWINTER","Repeating Histories","Issue, xxSTACK","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","Achievements using xxSORCERY dice may not be completed while this is in play. YYY xxRIGHT Discard.","..\images\obstacles\rhys-griffiths-potionshop-dark.jpg"
"xxSETTLED","xxSPRING","Secrets and Lies","Diplomat, xxSTACK","##NBSP##xxESPIONAGE##NBSP##xxSTABILITY##NBSP##",xxTHIEVERY,"##NBSP##xxONExxTWOxxFOUR##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHExxPSYCHE##NBSP##","All spies and guards in play do +1 xxPSYCHE.","..\images\obstacles\secrets_and_lies.jpg"

"xxSETTLED","xxSPRING","Agents of Chaos","Spy, xxSTACK","##NBSP##xxDIPLOMACY##NBSP##xxESPIONAGE##NBSP##",xxSURVIVAL,"##NBSP##xxONExxONE##NBSP##","xxOVERCOME","3","##NBSP##xxBODY##NBSP##","xxRIGHT All characters in region take 2 xxPSYCHE and 2 additional xxPSYCHE for each issue in play.","..\images\obstacles\alexandra-kononenko.jpg"
"xxSETTLED","xxSUMMER","Allocating Funds","Issue, xxSTACK","##NBSP##xxESPIONAGE##NBSP##",xxRAPPORT,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Remove lowest xxTECHNOLOGY die from pool.","..\images\obstacles\merchant.jpg"
"xxSETTLED","xxWINTER","Deadly Device","Development, xxSTACK","##NBSP##xxMILITARY##NBSP##",xxRAPPORT,"##NBSP##xxONE##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME Move a unit to any location. YYY xxRIGHT Discard.","..\images\obstacles\magic_trap.jpg"

"xxSETTLED","xxSPRING","Lost in Translation","Issue, xxSTACK","##NBSP##xxDIPLOMACY##NBSP##xxSTABILITY##NBSP##",xxRAPPORT,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Move to xxREDBANK or xxSETTLED location with most asset dice. Reroll all asset dice at this location.","..\images\obstacles\dnd_argument.jpg"
"xxSETTLED","xxWINTER","Order of the Blue Robes","Issue, xxSTACK","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Remove highest die from xxSORCERY pool.","..\images\obstacles\the_wheel_weaves_as_the_wheel_wills_chazillah.jpg"

"xxSETTLED","xxFALL","Samo","Diplomat, xxSTACK","##NBSP##xxMILITARY##NBSP##",xxTACTICS,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","5","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Add xxMILITARY asset to this location. All characters in region take 1 xxPSYCHE.","..\images\obstacles\scholar.jpg"

"xxSETTLED","xxFALL","Inadequate Defenses","Unit, xxSTACK","##NBSP##xxMILITARY##NBSP##",xxTACTICS,"##NBSP##xxTHREExxTHREExxTHREE##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODY##NBSP##","xxRIGHT One character at a xxREDBANK or xxSETTLED location takes 2 xxBODY.","..\images\obstacles\inadequate_defenses.jpg"




"xxEMPIRE","xxSUMMER","Egalitarian Society","Issue, xxSTARTING","##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxFIVE##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Add 3 dice to xxSTABILITY pool. YYY xxRIGHT Discard.","..\images\obstacles\byzantine_queen.jpg"
"xxEMPIRE","xxSPRING","Military Sabotage","Resistance, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxTHIEVERY,"##NBSP##xxONExxONExxONExxTHREE##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME Discard all units from play. YYY xxRIGHT Discard.","..\images\obstacles\ben_maier_sabotage.jpg"
"xxEMPIRE","xxSUMMER","Hidden Outpost","Development, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxSURVIVAL,"##NBSP##xxTHREExxTHREE##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODY##NBSP##","Movement to xxREDBANK from this location costs 1. YYY xxOVERCOME May discard a xxMILITARY obstacle in play.","..\images\obstacles\kloftus_outpost.jpg"
"xxEMPIRE","xxFALL","Imperial Secrets","Trap, xxSTACK","##NBSP##xxTECHNOLOGY##NBSP##xxESPIONAGE##NBSP##",xxTHIEVERY,"##NBSP##xxONExxTWO##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxOVERCOME Look at top 2 obstacles in xxEMPIRE mission deck and choose one to discard. YYY xxRIGHT Discard.","..\images\obstacles\imperial_secrets_miguel_mercado.jpg"
"xxEMPIRE","xxSPRING","The Resistance","Resistance, xxSTARTING","##NBSP##xxMILITARY##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxTHREExxFIVE##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Discard all guards from play. YYY xxRIGHT Discard.","..\images\obstacles\etienne_hebinger_cover_cities.jpg"

"xxREDBANK","xxFALL","Following Ley Lines","Eldritch, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIXxxSIX##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME May move any number of xxSORCERY dice from resource pool to this location. YYY xxRIGHT Discard.","..\images\obstacles\kevin_loftus_shrine.jpg"
"xxREDBANK","xxSPRING","Tome of Forking Paths","Tome, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxRIGHT May rearrange staged achievements in any order.","..\images\obstacles\demon_book_artofty.jpg"
"xxREDBANK","xxSUMMER","Restless Dead","Foe, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxCOMBAT,"##NBSP##xxTWOxxTHREE##NBSP##","xxOVERCOME","1","##NBSP##xxBODYxxBODY##NBSP##","If at urban or rural location, this card counts for 2 xxSTABILITY threat tags. YYY xxRIGHT Move to urban or rural xxREDBANK location.","..\images\obstacles\zombies_in_the_woods_ferdinandladera.jpg"
"xxREDBANK","xxFALL","Restless Dead","Foe, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxCOMBAT,"##NBSP##xxTWOxxTHREE##NBSP##","xxOVERCOME","1","##NBSP##xxBODYxxBODY##NBSP##","If at urban or rural location, this card counts for 2 xxSTABILITY threat tags. YYY xxRIGHT Move to urban or rural xxREDBANK location.","..\images\obstacles\zombies_in_the_woods_ferdinandladera.jpg"
"xxREDBANK","xxWINTER","Mana Forge","Development, xxSTARTING","##NBSP##xxTECHNOLOGY##NBSP##",xxLORE,"##NBSP##xxONExxONE##NBSP##","xxOVERCOME","1","##NBSP##xxBODY##NBSP##","xxRIGHT May set a die in xxSORCERY pool to any value.","..\images\obstacles\mana_forge.png"
"xxREDBANK","xxSUMMER","Clove and Minx","Issue, xxSTARTING","##NBSP##xxDIPLOMACY##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxFIVE##NBSP##","xxOVERCOME","1","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT All characters at this location recover a xxPSYCHE condition. Remove the two lowest xxSTABILITY dice from pool.","..\images\obstacles\drinks_and_bars.jpg"

"xxSETTLED","xxSUMMER","Friends in Low Places","Diplomat, xxSTARTING","##NBSP##xxDIPLOMACY##NBSP##",xxRAPPORT,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Characters at this location may take xxDIPLOMACY dice from pool and use them as action dice.","..\images\obstacles\ruben-algoet-blackheart-company.jpg"
"xxSETTLED","xxSPRING","Hogel","Diplomat, xxSTARTING","##NBSP##xxDIPLOMACY##NBSP##",xxRAPPORT,"##NBSP##xxFOURxxFOUR ##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Move to location with most asset dice. Remove 1 asset die from this region.","..\images\obstacles\lily_manor_character.jpg"
"xxSETTLED","xxWINTER","Elisa","Diplomat, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxFOURxxFIVExxSIX##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Place xxSORCERY asset at this location and all characters in region take 1 xxPSYCHE.","..\images\obstacles\druid.png"

"xxSETTLED","xxWINTER","The Severing","Trap, Eldritch, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxLORE,"##NBSP##xxFIVExxFIVExxSIXxxSIX##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxRIGHT All characters in region take 2 xxPSYCHE. YYY xxOVERCOME Lower xxSORCERY threat track by 3 and all characters with xxLORE > 0 take a xxPSYCHE condition.","..\images\obstacles\anna-dluzewska-181103-magical-forrest-01-sign.jpg"
"xxSETTLED","xxWINTER","Stone and Blood","Foe, Eldritch, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxTACTICS,"##NBSP##xxTHREExxTHREExxFIVExxFIVE##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 2 xxBODY. YYY xxOVERCOME Lower xxMILITARY threat track by 3. Characters in this region take a xxBODY condition.","..\images\obstacles\polina-hristova-rockdemon.jpg"
"xxSETTLED","xxWINTER","Stealer of Hope","Foe, Eldritch, xxSTARTING","##NBSP##xxSTABILITY##NBSP##",xxCOMBAT,"##NBSP##xxONExxONExxTWOxxTWO##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 2 xxPSYCHE. YYY xxOVERCOME Lower xxTECHNOLOGY threat track by 3. Characters at this location take a xxBODY condition.","..\images\obstacles\joshua-brian-smith.jpg"




"xxSETTLED","xxSPRING","Northern Patrol","Issue, xxSTABILITY","##NBSP##xxSTABILITY##NBSP##",xxSURVIVAL,"##NBSP##xxTHREExxFIVE##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODY##NBSP##","xxRIGHT If no characters are at this location, remove lowest die from xxSTABILITY pool. Discard.","..\images\obstacles\greg-rutkowski-gumrox-1920.jpg"
"xxREDBANK","xxSPRING","The Forgotten Dead","Issue, xxSTABILITY","##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxFIVE##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxRIGHT Set all dice in xxSTABILITY pool to 1. Discard.","..\images\obstacles\grave_rene_aigner.jpg"
"xxEMPIRE","xxWINTER","Tatiala's Gambit","Resistance, xxSTABILITY","##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxONExxFIVE##NBSP##","xxOVERCOME","5","##NBSP##xxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Lower xxSTABILITY threat track by 3.","..\images\obstacles\amber_hand.jpg"

"xxEMPIRE","xxFALL","Lightning Chamber","Trap, xxTECHNOLOGY","##NBSP##xxESPIONAGE##NBSP##",xxSURVIVAL,"##NBSP##xxONExxONExxONE##NBSP##","xxOVERCOME","2","##NBSP##xxBODYxxBODY##NBSP##","Characters with xxTHIEVERY < 5 moving into this location take 3 xxBODY.","..\images\obstacles\weird_orb.jpg"
