name,points,bonus,x1,x2,y1,y2,locregion,locresource,background,iconeffect,texteffect

Placeholder Name,5,BLxxSORCERYBL,WWxxFSQUAREWW,,OOxxFOUROO,,xxEMPIRE,EMxxTECHNOLOGYEM,EMxxFSQUAREEM,,Vault:7,
Placeholder Name,5,OOxxTECHNOLOGYOO,WWxxFSQUAREWW,,GGxxSIXGG,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,,Crypt:6,
Placeholder Name,5,MMxxESPIONAGEMM,WWxxFSQUAREWW,,MMxxTHREEMM,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,,Hall:6,
Placeholder Name,5,LLxxDIPLOMACYLL,WWxxFSQUAREWW,,LLxxONELL,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,5,GGxxMILITARYGG,WWxxFSQUAREWW,,LLxxTHREELL,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,5,YYxxSTABILITYYY,WWxxFSQUAREWW,,LLxxFIVELL,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,xxOVERCOME,,
Placeholder Name,5,xxTACTICS,WWxxFSQUAREWW,,OOxxFIVEOO,,xxSETTLED,SLxxTECHNOLOGYSL,SLxxFSQUARESL,,Peak:9,
Placeholder Name,5,xxTACTICS,WWxxFSQUAREWW,,GGxxTWOGG,,xxBRIGHTDUNE,BDxxMILITARYBD,RBxxFSQUARERB,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,5,xxDISGUISE,WWxxFSQUAREWW,,LLxxSIXLL,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,,Angry: xxDEFENSExxDEFENSE,
Placeholder Name,5,xxRAPPORT,WWxxFSQUAREWW,,OOxxTWOOO,,xxEMPIRE,EMxxTECHNOLOGYEM,EMxxFSQUAREEM,xxMOVE,,
Placeholder Name,5,xxLORE,WWxxFSQUAREWW,,GGxxFIVEGG,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,,Vault:9,
Placeholder Name,5,xxRAPPORT,WWxxFSQUAREWW,,YYxxONEYY,,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,xxOVERCOME,,
Placeholder Name,5,xxRAPPORT,WWxxFSQUAREWW,,BBxxTHREEBB,,xxSETTLED,SLxxSORCERYSL,SLxxFSQUARESL,,Peak:9,
Placeholder Name,8,BLxxSORCERYBL,GGxxFSQUAREGG,WWxxFSQUAREWW,,xxEMPIRE,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,,Crypt:10,
Placeholder Name,6,OOxxTECHNOLOGYOO,WWxxFSQUAREWW,WWxxFSQUAREWW,xxEMPIRE,xxEMPIRE,xxEMPIRE,EMxxTECHNOLOGYEM,EMxxFSQUAREEM,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,7,MMxxESPIONAGEMM,LLxxFSQUARELL,WWxxFSQUAREWW,,xxWTWO,xxBRIGHTDUNE,BDxxSORCERYBD,RBxxFSQUARERB,,Vault:11,
Placeholder Name,7,LLxxDIPLOMACYLL,GGxxFSQUAREGG,WWxxFSQUAREWW,,xxWONE,xxBRIGHTDUNE,BDxxSORCERYBD,RBxxFSQUARERB,,Angry: xxDEFENSExxDEFENSE,
Placeholder Name,8,GGxxMILITARYGG,WWxxFSQUAREWW,WWxxFSQUAREWW,xxWSIX,xxEMPIRE,xxBRIGHTDUNE,BDxxMILITARYBD,RBxxFSQUARERB,xxDEFENSE,,
Placeholder Name,6,YYxxSTABILITYYY,LLxxFSQUARELL,YYxxFSQUAREYY,,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,,Angry: xxDEFENSExxDEFENSE,
Placeholder Name,9,BLxxSORCERYBL,WWxxFSQUAREWW,WWxxFSQUAREWW,BBxxFOURBB,OOxxTWOOO,xxSETTLED,SLxxTECHNOLOGYSL,SLxxFSQUARESL,xxMILITARY xxRIGHT xxDIPLOMACY,,
Placeholder Name,9,OOxxTECHNOLOGYOO,WWxxFSQUAREWW,WWxxFSQUAREWW,YYxxTHREEYY,MMxxFOURMM,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,,Hall:15,
Placeholder Name,9,MMxxESPIONAGEMM,WWxxFSQUAREWW,WWxxFSQUAREWW,OOxxFOUROO,MMxxSIXMM,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,xxPSYCHExxPSYCHE,,
Placeholder Name,9,LLxxDIPLOMACYLL,WWxxFSQUAREWW,WWxxFSQUAREWW,GGxxSIXGG,YYxxONEYY,xxBRIGHTDUNE,BDxxMILITARYBD,RBxxFSQUARERB,xxSTABILITY xxRIGHT xxTECHNOLOGY,,
Placeholder Name,9,GGxxMILITARYGG,WWxxFSQUAREWW,WWxxFSQUAREWW,YYxxONEYY,BBxxTHREEBB,xxSETTLED,SLxxSORCERYSL,SLxxFSQUARESL,xxSTABILITY xxRIGHT xxTECHNOLOGY,,
Placeholder Name,9,YYxxSTABILITYYY,WWxxFSQUAREWW,WWxxFSQUAREWW,GGxxTWOGG,GGxxFOURGG,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,xxMILITARY xxRIGHT xxDIPLOMACY,,
