
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,05,Guild of Secrets,Urban,xxTHIEVERY,xxESPIONAGE,"..\images\ai_lands\many jail cells, dim lighting from torches, for dungeons and dragons, in the style of greg rukowski 5_43 116 44729.png",..\images\ai_lands\empire_gradient_overlay.png,,
Location,xxEMPIRE,EMxxFSQUAREEM,xxSPRING,06,The Rosy Freetrader,Urban,xxDISGUISE,xxESPIONAGE,"..\images\ai_lands\it, crowded fantasy tavern, for dungeons and dragons, in the style of arthur rackham and doug kovacs 8_88 139 104569.png",..\images\ai_lands\empire_gradient_overlay.png,,Place guards drawn from xxEMPIRE obstacle deck at this location
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,07,Prominence,"Urban, Port",xxDISGUISE,xxTECHNOLOGY,"..\images\ai_lands\ith boats and brass buildings, for dungeons and dragons, in the style of john blanche and ned rogers 6_17 90 79050.png",..\images\ai_lands\empire_gradient_overlay.png,xxBOAT,
Location,xxEMPIRE,EMxxFSQUAREEM,xxSUMMER,08,Ma Bonnie's Squidery,Urban,xxDISGUISE,xxSTABILITY,"..\images\ai_lands\painting of fantasy fish merchant stall, selling squid and octopus, in the style of john blanche 7_08 89 198135.png",..\images\ai_lands\empire_gradient_overlay.png,xxBOAT,
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,09,Southkeep,"Urban, Port",xxTHIEVERY,xxMILITARY,"..\images\ai_lands\ity bustling with trade, for dungeons and dragons, in the style of kieran yanner and michael garmash 6_22 62 25324.png",..\images\ai_lands\empire_gradient_overlay.png,xxBOAT,
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,11,Dawncaves,Eldritch,xxCOMBAT,xxSORCERY,"..\images\ai_lands\ves, glowing with energy, for dungeons and dragons, in the style of john blanche and charlie bowater 9_46 130 190539.png",..\images\ai_lands\empire_gradient_overlay.png,,,
Location,xxEMPIRE,EMxxFSQUAREEM,xxSPRING,12,Firstborn Peak,Wilderness,xxCOMBAT,xxSORCERY,"..\images\ai_lands\of a green field with rocky monuments for dungeons and dragons, in the style of charlie bowater and ned rogers 6_18 94 120132.png",..\images\ai_lands\empire_gradient_overlay.png,,
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,13,Guilder Farms,Rural,xxCOMMAND,xxSTABILITY,"..\images\ai_lands\nd amaranth, for dungeons and dragons, in the style of artgerm and william-adolphe bouguereau and john blanche 8_24 118 76001.png",..\images\ai_lands\empire_gradient_overlay.png,,
Location,xxEMPIRE,EMxxFSQUAREEM,xxSPRING,14,Guild of Scribes,"Urban, Hall",xxLORE,xxESPIONAGE,"..\images\ai_lands\library, filled with old books, dimly lit, for dungeons and dragons, in the style of frank frazetta 6_59 90 136271.png",..\images\ai_lands\empire_gradient_overlay.png,,xxCUBE Discard the top xxEMPIRE mission card
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,15,House of Copper,"Urban, Eldritch",xxLORE,xxTECHNOLOGY,"..\images\ai_lands\of smoke filled room with brass statues, for dungeons and dragons, in the style of greg hildebrandt 8_19 101 34700.png",..\images\ai_lands\empire_gradient_overlay.png,xxSHATTER,,
Location,xxEMPIRE,EMxxFSQUAREEM,xxFALL,16,The Throne Room,"Urban, Hall, Eldritch",xxDISGUISE,xxESPIONAGE,"..\images\ai_lands\agons, with pale lavender lighting, high brass arches, in the style of kieran yanner and mahmud asrar and brom 9_06 95 68272.png",..\images\ai_lands\empire_gradient_overlay.png,,

Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxFALL,03,Loomwood,Wilderness,xxCOMBAT,xxSORCERY,"..\images\ai_lands\ite and gray trees, colorful mushrooms grow on the ground, in the style of arthur rackham and greg hildebrandt 9_04 101 37336.png",..\images\ai_lands\sunbridle_gradient.png,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxFALL,04,Undari's Tomb,Eldritch,xxCOMBAT,xxSORCERY,"..\images\ai_lands\antasy dungeon with torture chamber, for dungeons and dragons, in the style of doug kovacs and nixeu 6_65 85 157486.png",..\images\ai_lands\sunbridle_gradient.png,xxSHATTER,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSPRING,06,Amber Trade Fair,Rural,xxCOMMAND,xxTECHNOLOGY,"..\images\ai_lands\trade, for dungeons and dragons, in the style of greg hildebrandt and ned rogers and keith parkinson 7_78 101 140933.png",..\images\ai_lands\sunbridle_gradient.png,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxFALL,07,Undari's Tower,"Urban, Eldritch",xxLORE,xxSORCERY,"..\images\ai_lands\castle in the mountains, for dungeons and dragons, in the style of greg rukowski and arthur rackham 9_18 88 145991.png",..\images\ai_lands\sunbridle_gradient.png,xxSHATTER,,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSUMMER,08,Cyclabrary,Urban,xxLORE,xxSORCERY,"..\images\ai_lands\library, filled with old books, dimly lit, for dungeons and dragons, in the style of frank frazetta 6_59 90 136271.png",..\images\ai_lands\sunbridle_gradient.png,,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSUMMER,09,Mirror Woods,Wilderness,xxSURVIVAL,xxSORCERY,"..\images\ai_lands\t, dense trees, ghosts, for dungeons and dragons, in the style of charlie bowater and erol otus and ned rogers 9_1 145 156352.png",..\images\ai_lands\sunbridle_gradient.png,,Take xxBODY to move a foe to this location
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSUMMER,10,Amaranth Bourne,Wilderness,xxSURVIVAL,xxMILITARY,"..\images\ai_lands\ugh amaranth, with gloomy trees on either side, in the style of john stanko and kieran yanner and john blanche 8_11 104 103891.png",..\images\ai_lands\sunbridle_gradient.png,,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSUMMER,11,The Weird Rock,Wilderness,xxCOMBAT,xxSORCERY,"..\images\ai_lands\painting of rocky spire on a hill, eldritch stone, in the style of larry elmore and kieran yanner 9_91 68 42032.png",..\images\ai_lands\sunbridle_gradient.png,xxPSYCHE,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxFALL,12,Sightrock Keep,Rural,xxTACTICS,xxMILITARY,"..\images\ai_lands\painting of persian keep on a rocky hill, in the style of john blanche and n. c. wyeth and frank frazetta 9_96 72 94320.png",..\images\ai_lands\sunbridle_gradient.png,,xxCUBE Move a unit to any location,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSPRING,13,The Obfuscated Bribe,Urban,xxRAPPORT,xxDIPLOMACY,"..\images\ai_lands\nting of dimly lit, crowded fantasy tavern, for dungeons and dragons, in the style of alphonse mucha 9_54 136 102007.png",..\images\ai_lands\sunbridle_gradient.png,,May lower xxPSYCHE to raise xxBODY
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSPRING,14,House Lavender,Rural,xxDISGUISE,xxDIPLOMACY,"..\images\ai_lands\th lavender smoke swirling around the customers, in the style of n. c. wyeth and tuomas korpi and john blanche 8_87 92 196600.png",..\images\ai_lands\sunbridle_gradient.png,,,
Location,xxBRIGHTDUNE,RBxxFSQUARERB,xxSUMMER,15,Sundered Crag,Wilderness,xxTACTICS,xxMILITARY,"..\images\ai_lands\acles on a rocky mountain, for dungeons and dragons, in the style of artgerm and ned rogers and brom 8_55 144 40928.png",..\images\ai_lands\sunbridle_gradient.png,,It costs xxBODY to take the create asset action here

Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,04,Lily Manor,"Urban, Hall",xxRAPPORT,xxDIPLOMACY,"..\images\ai_lands\n city bustling with trade, for dungeons and dragons, in the style of gustav dore and russ nicholson 7_68 99 181773.png",..\images\ai_lands\arankh_gradient.png,,
Location,xxSETTLED,SLxxFSQUARESL,xxFALL,05,Pearlescent Marsh,"Rural, Eldritch",xxSURVIVAL,xxSORCERY,"..\images\ai_lands\range and blue, vines hang above the water, for dungeons and dragons, in the style of russ nicholson and nixeu 6_08 116 55651.png",..\images\ai_lands\arankh_gradient.png,xxSHATTER,,
Location,xxSETTLED,SLxxFSQUARESL,xxSUMMER,06,Wrenhouse,"Wilderness, Hall",xxRAPPORT,xxDIPLOMACY,"..\images\ai_lands\nting of a fantasy cottage, built into the top of a large tree, in a dense forest, in the style of jeff easley 9_13 70 82596.png",..\images\ai_lands\arankh_gradient.png,,xxCUBE Move xxRAPPORT obstacle to this location
Location,xxSETTLED,SLxxFSQUARESL,xxFALL,07,Lower Wash,Urban,xxRAPPORT,xxESPIONAGE,"..\images\ai_lands\overhead, the houses are dreary, in the style of mahmud asrar and john blanche and william-adolphe bouguereau 5_22 89 42232.png",..\images\ai_lands\arankh_gradient.png,,
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,08,Shimmerhall,Urban,xxTACTICS,xxDIPLOMACY,"..\images\ai_lands\ight coming through windows high in the ceiling, in the style of mahmud asrar and arthur rackham and erol otus 5_25 111 184243.png",..\images\ai_lands\arankh_gradient.png,xxSHATTER,xxCUBE Move xxSORCERY obstacle to any location
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,09,Brassport,"Rural, Port",xxTACTICS,xxTECHNOLOGY,"..\images\ai_lands\brass buildings, for dungeons and dragons, in the style of william-adolphe bouguereau and erol otus 8_57 70 28914.png",..\images\ai_lands\arankh_gradient.png,xxBOAT,,
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,10,Goldspike,"Urban, Port",xxCOMMAND,xxMILITARY,"..\images\ai_lands\ting of fantasy roman city bustling with trade, for dungeons and dragons, in the style of ned rogers 6_73 139 19858.png",..\images\ai_lands\arankh_gradient.png,xxBOAT,,
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,11,Hall of Brass,"Urban, Hall",xxCOMMAND,xxDIPLOMACY,"..\images\ai_lands\ass doors, and brass statues on either side of a lavender carpet, in the style of clyde caldwell and erol otus 9_61 77 126283.png",..\images\ai_lands\arankh_gradient.png,,xxCUBE Move a diplomat to any location
Location,xxSETTLED,SLxxFSQUARESL,xxFALL,12,The Long Wastes,Wilderness,xxSURVIVAL,,"..\images\ai_lands\painting of desolate plains in mongolia, with rain clouds overhead, in the style of brom 6_03 129 138385.png",..\images\ai_lands\arankh_gradient.png,,"Take xxBODY when entering this location",
Location,xxSETTLED,SLxxFSQUARESL,xxFALL,13,Beetle Burrough,Rural,xxTHIEVERY,xxTECHNOLOGY,"..\images\ai_lands\ons and dragons, rain clouds are overhead, the houses are dreary, in the style of john blanche and doug kovacs 6_5 57 121800.png",..\images\ai_lands\arankh_gradient.png,,
Location,xxSETTLED,SLxxFSQUARESL,xxSUMMER,14,Arankh,"Rural, Eldritch, Hall",xxLORE,xxSORCERY,"..\images\ai_lands\tower, rising above celtic village, with stars in the sky, in the style of charlie bowater and clyde caldwell 8_42 145 9981.png",..\images\ai_lands\arankh_gradient.png,,
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,15,Animaelic Forest,"Wilderness, Eldritch",xxLORE,xxSORCERY,"..\images\ai_lands\ing through dense forest, with purple clouds floating overhead, for dungeons and dragons, in the style of brom 7_61 120 87101.png",..\images\ai_lands\arankh_gradient.png,xxSHATTER,It costs xxBODY to take the create asset action here
Location,xxSETTLED,SLxxFSQUARESL,xxSUMMER,16,Dusk's Ayrie,"Wilderness, Eldritch",xxSURVIVAL,xxSORCERY,"..\images\ai_lands\painting of rocky spire on a hill, eldritch stone, in the style of artgerm and charlie bowater 5_72 67 88612.png",..\images\ai_lands\arankh_gradient.png,,It costs xxBODY to take the create asset action here
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,17,Aren's Forge,Eldritch,xxTHIEVERY,xxTECHNOLOGY,"..\images\ai_lands\with cell doors, for dungeons and dragons, in the style of nixeu and charlie bowater and doug kovacs 6_88 148 30334.png",..\images\ai_lands\arankh_gradient.png,,
Location,xxSETTLED,SLxxFSQUARESL,xxSPRING,18,Crow Manor,"Urban, Hall",xxRAPPORT,xxTECHNOLOGY,"..\images\ai_lands\litary fort with white walls in the hills for dungeons and dragons, in the style of ian miller and n. c. wyeth 7_0 118 57505.png",..\images\ai_lands\arankh_gradient.png,,
Location,xxDISCORD,RBxxFSQUARERB,xxSUMMER,19,Desolation,Wilderness,xxLORE,xxMILITARY,"..\images\ai_lands\rows flying overhead, the sun is setting, for dungeons and dragons, in the style of erol otus and larry elmore 7_15 92 12045.png",..\images\ai_lands\desolation_gradient_overlay.png,,xxMILITARY obstacles are +5 difficulty here
Location,xxDISCORD,RBxxFSQUARERB,xxSUMMER,20,Desolation,Wilderness,xxLORE,xxMILITARY,"..\images\ai_lands\rows flying overhead, the sun is setting, for dungeons and dragons, in the style of erol otus and larry elmore 7_15 92 12045.png",..\images\ai_lands\desolation_gradient_overlay.png,,xxMILITARY obstacles are +5 difficulty here
Location,xxDISCORD,SLxxFSQUARESL,xxSPRING,21,Desolation,Wilderness,xxLORE,xxMILITARY,"..\images\ai_lands\rows flying overhead, the sun is setting, for dungeons and dragons, in the style of erol otus and larry elmore 7_15 92 12045.png",..\images\ai_lands\desolation_gradient_overlay.png,,xxMILITARY obstacles are +5 difficulty here
