"Sunriders","Encounter","xxTIMER xxFIRE","Depleted Mana","Obstacle: Issue","The lake has been too hungry to think about much else.","xxDEFENSE / 1 xxPSYCHE",,"xxEARTH xxAIR","xxACTION Test (Lore 3). If passed, burn card.","xxEARTH Lose 1 xxPROGRESS at this location.","xxAIR Take 1 xxDISCORD."
"Sunriders","Encounter","xxTIMER xxWATER","Stronger Together","Obstacle: Motivation","And yet neither of us wants to live under the yoke of tyranny.","xxDEFENSE / 1 xxPSYCHE",,"xxEARTH xxWATER","xxACTION Courage and Conviction. Test (Command 3). If passed, improve Thea's Motivation and burn this card.","xxEARTH I've Come Too Far! If Thea is at a Sunriders mission location, gain 2 xxPROGRESS where Thea is located.","xxWATER Take 1 xxDISCORD."
"Sunriders","Encounter","xxTIMER xxEARTH","Rumors of Smoke","Event: Bane, Risk","It is madness to beseech the wyrm Pelakhar for aid.",,,,"Take xxDISCORD equal to xxRISK. Then burn card."
"Sunriders","Encounter","xxTIMER","Sunrider Aid","Event: Boon, Risk","The Sunriders favor bold action.",,,,"Add progress tokens to any threat equal to xxRISK. Then burn card."
"Sunriders","Encounter","xxTIMER","Life on the Steppes","Event: Boon","Text.",,,,"Gain 2 xxPROGRESS. Then burn card."
"Sunriders","Encounter","xxTIMER","Ile's Campaign","Event: Choice","Why put off the inevitable?",,,,"You may draw and put into play an additional threat. Then burn card."
"Sunriders","Encounter","xxTIMER","Arban's Decree","Event: Boon","Text.",,,,"Gain 2 xxPROGRESS. Then burn card."

"Sunriders","Encounter","xxAIR","Battle Plans","Event: Boon","Text.",,,,"You may place one progress token on any threat in play. Place an additional progress token if it's a military threat."
"Sunriders","Encounter","xxAIR","Dragon Shrine","Event: Boon, Risk","Text.",,,,"Gain xxPROGRESS equal to xxRISK."
"Sunriders","Encounter","xxAIR","Shame To Anger","Event: Bane","Why can't you just trust my judgement?",,,,"If there is a frustrated character at this location, they become angry."
"Sunriders","Encounter","xxAIR","Moonrider Envoy","Event: Bane, Risk","Text.",,,,"Take xxDISCORD equal to xxRISK."
"Sunriders","Encounter","xxFIRE","Favors Returned","Event: Choice","Text.",,,,"You may spend 1 xxMANA to gain 2 xxFOOD dice."
"Sunriders","Encounter","xxFIRE","Arban's Sunset Ride","Event: Test","Text.",,,,"Test (Command 2). If passed, gain 1 xxPROGRESS. Otherwise, take 1 xxDISCORD."
"Sunriders","Encounter","xxFIRE","Horse Games","Event: Test","Text.",,,,"Test (Combat 2). If passed, gain 2 xxPROGRESS. Otherwise, take 2 xxBODY."
"Sunriders","Encounter","xxEARTH","Rousing Speech","Event: Test","Text.",,,,"Test (Rapport 2). If passed, gain 1 xxPROGRESS. Otherwise, take 1 xxDISCORD."
"Sunriders","Encounter","xxEARTH","Looking West","Event: Test","Text.",,,,"Test (Tactics 2). If passed, gain 2 xxPROGRESS. Otherwise, take 2 xxPSYCHE."
"Sunriders","Encounter","xxWATER","Taichu's Test","Event: Test, Risk","Text.",,,,"Test (Command xxRISK). If passed, gain xxFOOD dice equal to xxRISK. Otherwise, take xxDISCORD equal to xxRISK."

"Into the Cold","Initial","xxSTARTING","Graycloak","Obstacle: Guard","Wait? Who did you say you were here to see?","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Map Hall","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."

"Into the Cold","Encounter","xxTIMERxxSUN","Graycloak","Obstacle: Guard","Did you hear that?","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Map Hall.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxSUN","Graycloak","Obstacle: Guard","I just don't like the way you look.","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Rosy Freetrader.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard","Well, they provide three square meals.","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: House of Cloves.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard","Cool sword, right?","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Map Hall.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard","One more for the road. And then one more after that.","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Rosy Freetrader.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard","I'm just here for the rest and relaxation.","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: House of Cloves.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxFIRE","Graycloak","Obstacle: Guard","I've stabbed people for far less. That's the reason I took this job. That and they threatened to kill my family.","2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: House of Cloves.","xxACTION (Test Disguise). For every two successes, discard one Guard at this location."
"Into the Cold","Encounter","xxTIMERxxFIRE","A Cold Place","Event",,,,,"The streets of Eastkeep are punishing, but secrets are there for the taking - if you're willing to pay the price. You may make a character in the Into the Cold mission area weary to bank four progress."
"Into the Cold","Encounter","xxTIMERxxFIRE","The Thea Dossier","Event",,,,,"You have discovered meticulous notes detailing a campaign to discredit and destroy everything Thea loves. Gain one xxSECRETS and Thea is angry."
"Into the Cold","Encounter","xxTIMERxxAIR","The Resistance","Event",,,,,"There are whispers and rumors of discontent throughout the Empire. Fear keeps the populace from action, but perhaps there are allies to be gained? Gain 1 xxFORTUNE."
"Into the Cold","Encounter","xxDISCORDxxAIR","First Contact","Event",,,,,"(Test Rapport 2). If you pass, gain 1 xxFORTUNE. If you fail, one character taking the test is frustrated."
"Into the Cold","Encounter","xxPROGRESSxxAIR","Establishing Safehouses","Event",,,,,"(Test Disguise 1). If you pass, gaine 1 xxFORTUNE. If you fail, one character taking the test is weary."
"Into the Cold","Encounter","xxDISCORDxxFIRE","Compromised Position","Event",,,,,"(Test Tactics 2). If you pass, gain 1 xxFORTUNE. If you fail, gain two xxDISCORD."
"Into the Cold","Encounter","xxPROGRESSxxQUICK","Spies","Event",,,,,"(Test Disguise 2). If you pass, gain 1 xxFORTUNE. If you fail, gain two xxDISCORD."
"Into the Cold","Encounter","xxPROGRESSxxFIRE","Trapped Safe","Event",,,,,"(Test Thievery 2). If you pass, gain 1 xxFORTUNE. If you fail, one character taking test is frustrated."
"Into the Cold","Encounter","xxTHREATxxAIR","Risky Gambit","Event",,,,,"Optional (Test Thievery 2). If you pass, gain two xxFORTUNE. If you fail, gain three xxDISCORD."
"Into the Cold","Encounter","xxPROGRESSxxQUICK","Costume Ball","Event",,,,,"Optional (Test Disguise 3). If you pass, gain four progress. If you fail, gain three xxDISCORD."
"Into the Cold","Encounter","xxPROGRESSxxMOON","Hidden Passage","Event",,,,,"Optional (Test Thievery 2). If you pass, gain two xxLUXURY dice. If you fail, gain three xxDISCORD."
"Into the Cold","Encounter","xxDISCORDxxQUICK","Safehouse","Event",,,,,"A chance to rest and regroup. Gain 1 xxFORTUNE."
"Into the Cold","Encounter","xxAPOTHEOSISxxAIR","Intercepted Plans","Event",,,,,"The Guild of Secrets has grown complacent and overconfident. Getting information is easier than expected. Gain one xxSECRETS."

"Sightrock","Initial","xxSTARTING","Paranoid Mob","Obstacle: Foe",,"2 xxPROGRESS / xxBODY",,,"Placement: Lush Fields","xxACTION Test (Combat 1). If passed, discard and take 2 xxDISCORD.","xxACTION Test (Command 2). If passed, discard."
"Sightrock","Initial","xxSTARTING","Paranoid Mob","Obstacle: Foe",,"2 xxPROGRESS / xxBODY",,,"Placement: Salmon Run","xxACTION Test (Combat 1). If passed, discard and take 2 xxDISCORD.","xxACTION Test (Command 2). If passed, discard."
"Sightrock","Initial","xxSTARTING","Formless Spawn","Obstacle: Foe",,"2 xxPROGRESS / xxBODY",,,"Placement: The Weird Rock","xxACTION Test (Lore 3). If you pass, discard Formless Spawn and all Dark Thoughts obstacles in play."

"Sightrock","Encounter","xxTIMERxxSUN","Paranoid Mob","Obstacle: Foe",,"2 xxPROGRESS / xxBODY",,,"Placement: Lush Fields","xxACTION Test (Combat 1). If you pass, discard and take 2 xxDISCORD.","xxACTION Test (Command 2). If you pass, discard."
"Sightrock","Encounter","xxTIMERxxSUN","Paranoid Mob","Obstacle: Foe",,"2 xxPROGRESS / xxBODY",,,"Placement: Lush Fields","xxACTION Test (Combat 1). If you pass, discard and take 2 xxDISCORD.","xxACTION Test (Command 2). If you pass, discard."
"Sightrock","Encounter","xxTIMERxxFORCEFUL","Paranoid Mob","Obstacle: Foe",,"2 xxPROGRESS / xxBODY",,,"Placement: Salmon Run","xxACTION Test (Combat 1). If you pass, discard and take 2 xxDISCORD.","xxACTION Test (Command 2). If you pass, discard."
"Sightrock","Encounter","xxTIMERxxFORCEFUL","Mind Trap","Obstacle: Sorcery",,"3 xxDISCORD / xxPSYCHE",,"xxQUICK","Placement: The Weird Rock","xxACTION Test (Command 2). If you pass, discard.","xxQUICK One character at Sightrock location loses turn."
"Sightrock","Encounter","xxTIMERxxFORCEFUL","Dark Thoughts","Obstacle: Sorcery",,"3 xxDISCORD / xxPSYCHE",,"xxAIR","Placement: The Weird Rock","xxACTION Test (Command 2). If you pass, discard.","xxAIR One character at Sightrock location becomes angry."
"Sightrock","Encounter","xxTIMERxxFORCEFUL","Dark Thoughts","Obstacle: Sorcery",,"3 xxDISCORD / xxPSYCHE",,"xxAIR","Placement: The Weird Rock","xxACTION Test (Command 2). If you pass, discard.","xxAIR One character at Sightrock location becomes angry."
"Sightrock","Encounter","xxTIMERxxFIRE","Dark Thoughts","Obstacle: Sorcery",,"3 xxDISCORD / xxPSYCHE",,"xxAIR","Placement: The Weird Rock","xxACTION Test (Command 2). If you pass, discard.","xxAIR One character at Sightrock location becomes angry."
"Sightrock","Encounter","xxTIMERxxFIRE","Smoke on the Ayrie","Event","The worm rests his head each night on mana untold. Retrieving it may have catastrophic results for Red Bank.",,,,"+1 xxFORTUNE."
"Sightrock","Encounter","xxTIMERxxFIRE","An Eldritch Foe","Event",,,,,"+1 xxFORTUNE."
"Sightrock","Encounter","xxTIMERxxAIR","Ancient Symbols","Event","In shadow of Sightrock are carved messages in a forgotten language, foretelling dark days ahead.",,,,"If you choose to decipher the symbols, one character in Sightrock is shaken and gain one secret."
"Sightrock","Encounter","xxDISCORDxxAIR","Following Ley Lines","Event",,,,,"Gain a number of xxMANA dice equal to Sorcery."
"Sightrock","Encounter","xxPROGRESSxxAIR","Food Source","Event",,,,,"+1 xxFOOD die."
"Sightrock","Encounter","xxDISCORDxxFIRE","Food Source","Event",,,,,"+1 xxFOOD die."
"Sightrock","Encounter","xxPROGRESSxxQUICK","Food Source","Event",,,,,"+1 xxFOOD die."
"Sightrock","Encounter","xxPROGRESSxxFIRE","Ore Source","Event",,,,,"+1 xxORE die."
"Sightrock","Encounter","xxTHREATxxAIR","Mana Source","Event",,,,,"+1 xxMANA die."
"Sightrock","Encounter","xxPROGRESSxxQUICK","Golden Burrower","Event",,,,,"Test (Combat 2). Success: +1 xxFORTUNE. Failure: Weary."
"Sightrock","Encounter","xxPROGRESSxxMOON","Deadfall","Event",,,,,"Test (Survival 2). Success: +1 xxFORTUNE. Failure: +2 xxDISCORD."
"Sightrock","Encounter","xxDISCORDxxQUICK","Storms","Event",,,,,"Test (Survival 2). Success: +1 xxFORTUNE. Failure: +2 xxDISCORD."
"Sightrock","Encounter","xxAPOTHEOSISxxAIR","Secretive Magic","Event",,,,,"Optional: Test (Lore 2). Success: +2 xxFORTUNE dice. Failure: +3 xxDISCORD."

"Gravewood","Initial","xxSTARTING","Entrenched Ideology","Obstacle: Issue",,"3 xxPROGRESS / xxPSYCHE",,,"Placement: Green Haven","xxACTION (Test Command 2) If you pass, discard."
"Gravewood","Initial","xxSTARTING","Isolationism","Obstacle: Issue",,"3 xxPROGRESS / xxPSYCHE",,,"Placement: Spinner Lakes","xxACTION (Test Lore 2) If you pass, discard."
"Gravewood","Initial","xxSTARTING","Sdila","Obstacle: Diplomat",,"3 xxPROGRESS / xxPSYCHE",,"xxAIR","Placement: First Haven","xxACTION (Test Rapport 2). If you pass, discard. If you fail, gain one xxDISCORD.","xxAIR Gain one xxDISCORD for each issue obstacle in play."

"Gravewood","Encounter","xxTIMERxxSUN","Samo","Obstacle: Diplomat",,"3 xxPROGRESS / xxPSYCHE",,"xxSUN","Placement: First Haven.","xxACTION (Test Combat 2) If you pass, discard.","xxSUN One character at this location is frustrated."
"Gravewood","Encounter","xxTIMERxxSUN","Radia","Obstacle: Diplomat",,"2 xxPROGRESS / xxPSYCHE",,,"Placement: Spinner Lakes.","xxACTION (Test Thievery 2) If you pass, discard."
"Gravewood","Encounter","xxTIMERxxFORCEFUL","Lev","Obstacle: Diplomat",,"1 xxPROGRESS / xxPSYCHE",,,"Placement: Maplewood.","xxACTION (Test Tactics 2) If you pass, discard. If you fail, gain one xxDISCORD."
"Gravewood","Encounter","xxTIMERxxFORCEFUL","Snow Cats","Obstacle: Issue",,"3 xxPROGRESS / xxPSYCHE",,,"Placement: Maplewood.","xxACTION (Test Survival 1) If you pass, discard."
"Gravewood","Encounter","xxTIMERxxFORCEFUL","Inadequate Defense","Obstacle: Issue",,"3 xxPROGRESS / xxPSYCHE",,,"Placement: First Haven.","xxACTION (Test Disguise 2) If you pass, discard."
"Gravewood","Encounter","xxTIMERxxFORCEFUL","Radia's Dark Lore","Event","Radia is the sage and oracle of Gravewood. She whispers in your ear about Red Bank's dark past, and a growing danger in your midst.",,,,"Optionally, you may gain three xxSECRETS and one character at a Gravewood mission locaion is shattered."
"Gravewood","Encounter","xxTIMERxxFIRE","Mysterious Technology","Attachment","A black obsidian key, shimmering with highlights of brass, capable of opening almost any lock.",,"+1 THIEVERY",,"Play on a character at a Gravewood location."
"Gravewood","Encounter","xxTIMERxxFIRE","Samo's Humiliations","Event","What kind of dung brain doesn't know what snow cat tracks look like? How is it possible that you have survived this long, bereft of both wits and beauty?",,,,"If Samo is in play, Test (Command 2). If you fail, all characters making the test are angry."
"Gravewood","Encounter","xxTIMERxxFIRE","Imperial Agent","Event","They have been caught this time, but what does this presage for the future?",,,,"Gain 1 xxFORTUNE."
"Gravewood","Encounter","xxTIMERxxAIR","The Island of Apples","Event","The gods made the island invisible to shield Yari's people from the Sunriders. But the Yarifolk became vain - and stayed too long - and the gods turned Yari into The Weaver, guarding his spider silk of invisibility amongst the undead.",,,,"Gain 1 xxFORTUNE."
"Gravewood","Encounter","xxDISCORDxxAIR","Verdant Fields","Event","The springs are lush with life, and all is well in the world. Time for rest.",,,,"Gain 1 xxFORTUNE."
"Gravewood","Encounter","xxPROGRESSxxAIR","Keeper of Swords","Event","I'm not sure if your fighting spirit is up to the task? Sad, really.",,,,"Test (Command 1). If you fail, gain two xxDISCORD."
"Gravewood","Encounter","xxDISCORDxxFIRE","Sdila's Hunt","Event","The leader of First Haven kept an unrelenting pace through the traces of snow and mud, in singular pursuit of his quarry. While the hunt continued, so did the judgement.",,,,"Test (Survival 1). If you fail, gain one xxDISCORD."
"Gravewood","Encounter","xxPROGRESSxxQUICK","Insider Information","Event",,,,,"Test (Disguise 1). If you fail, gain two xxDISCORD."
"Gravewood","Encounter","xxPROGRESSxxFIRE","Visiting Diplomats","Event",,,,,"Test (Command 2). If you fail, gain two xxDISCORD."
"Gravewood","Encounter","xxTHREATxxAIR","A Friend in Need","Event",,,,,"Test (Lore 1). If you fail, one character making the test is angry."
"Gravewood","Encounter","xxPROGRESSxxQUICK","Setting Traps with Radia","Event",,,,,"Test (Thievery 1). If you fail, one character making the test is weary"
"Gravewood","Encounter","xxPROGRESSxxMOON","Galya's Egalitarian Society","Event",,,,,"Test (Rapport 2). If you fail, one character making the test is frustrated"
"Gravewood","Encounter","xxDISCORDxxQUICK","Council with Lev and Sdila","Event",,,,,"Test (Rapport 1). If you fail, gain two xxDISCORD."
"Gravewood","Encounter","xxAPOTHEOSISxxAIR","A Summit of the Five Havens","Event",,,,,"Test (Command 1). If you fail, gain two xxDISCORD."

"Sowing Rebellion","Initial","xxSTARTING","Captured Ally","Obstacle: Issue","Freeing the young Ivian from capture would greatly aid Resistance morale.","3 xxPROGRESS / xxPSYCHE",,"xxSUN","Placement: Whitehold","xxACTION (Test Thievery 3). If you pass, gain one xxSECRETS and discard obstacle.","xxSUN One character at this location is exhausted."
"Sowing Rebellion","Initial","xxSTARTING","Graycloak Captain","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: The Salty Freetrader","xxACTION (Test Disguise 2). Discard guard captain and all other guards at this location."

"Sowing Rebellion","Encounter","xxTIMERxxSUN","Graycloak Captain","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: The Whitehold","xxACTION (Test Disguise 2). Discard guard captain and all other guards at this location."
"Sowing Rebellion","Encounter","xxTIMERxxSUN","Graycloak","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Whitehold.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Dowling Farm.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: The Salty Freetrader.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Current Mission Location.","xxACTION (Test Disguise 1). If you pass, discard."
